endpoint_group,sex,age_group,vacc_status,event_count
any_throm,Male,85-90,Unvaccinated,545
any_throm,Male,90+,AZ_0-6,NA
any_throm,Male,90+,AZ_14-20,NA
any_throm,Male,90+,AZ_21-27,NA
any_throm,Male,90+,AZ_27+,181
any_throm,Male,90+,AZ_7-13,NA
any_throm,Male,90+,PB_27+,38
any_throm,Male,90+,Unvaccinated,204
throm_cvst,Female,15-20,AZ_27+,NA
throm_cvst,Female,15-20,PB_0-6,NA
throm_cvst,Female,15-20,PB_27+,51
throm_cvst,Female,15-20,PB_7-13,NA
throm_cvst,Female,15-20,Unvaccinated,55
throm_cvst,Female,20-25,AZ_27+,37
throm_cvst,Female,20-25,PB_0-6,NA
throm_cvst,Female,20-25,PB_14-20,NA
throm_cvst,Female,20-25,PB_27+,74
throm_cvst,Female,20-25,PB_7-13,NA
throm_cvst,Female,20-25,Unvaccinated,165
throm_cvst,Female,25-30,AZ_14-20,NA
throm_cvst,Female,25-30,AZ_27+,121
throm_cvst,Female,25-30,AZ_7-13,NA
throm_cvst,Female,25-30,PB_21-27,NA
throm_cvst,Female,25-30,PB_27+,139
throm_cvst,Female,25-30,PB_7-13,NA
throm_cvst,Female,25-30,Unvaccinated,320
throm_cvst,Female,30-35,AZ_14-20,NA
throm_cvst,Female,30-35,AZ_21-27,NA
throm_cvst,Female,30-35,AZ_27+,184
throm_cvst,Female,30-35,AZ_7-13,NA
throm_cvst,Female,30-35,PB_0-6,NA
throm_cvst,Female,30-35,PB_21-27,NA
throm_cvst,Female,30-35,PB_27+,198
throm_cvst,Female,30-35,PB_7-13,NA
throm_cvst,Female,30-35,Unvaccinated,532
throm_cvst,Female,35-40,AZ_0-6,NA
throm_cvst,Female,35-40,AZ_27+,226
throm_cvst,Female,35-40,AZ_7-13,5
throm_cvst,Female,35-40,PB_0-6,5
throm_cvst,Female,35-40,PB_14-20,NA
throm_cvst,Female,35-40,PB_21-27,5
throm_cvst,Female,35-40,PB_27+,215
throm_cvst,Female,35-40,Unvaccinated,599
throm_cvst,Female,40-45,AZ_0-6,7
throm_cvst,Female,40-45,AZ_14-20,14
throm_cvst,Female,40-45,AZ_21-27,5
throm_cvst,Female,40-45,AZ_27+,401
throm_cvst,Female,40-45,AZ_7-13,NA
throm_cvst,Female,40-45,PB_21-27,NA
throm_cvst,Female,40-45,PB_27+,173
throm_cvst,Female,40-45,PB_7-13,NA
throm_cvst,Female,40-45,Unvaccinated,792
throm_cvst,Female,45-50,AZ_0-6,NA
throm_cvst,Female,45-50,AZ_14-20,6
throm_cvst,Female,45-50,AZ_21-27,NA
throm_cvst,Female,45-50,AZ_27+,380
throm_cvst,Female,45-50,AZ_7-13,NA
throm_cvst,Female,45-50,PB_0-6,NA
throm_cvst,Female,45-50,PB_21-27,NA
throm_cvst,Female,45-50,PB_27+,225
throm_cvst,Female,45-50,PB_7-13,NA
throm_cvst,Female,45-50,Unvaccinated,620
throm_cvst,Female,50-55,AZ_0-6,6
throm_cvst,Female,50-55,AZ_14-20,13
throm_cvst,Female,50-55,AZ_21-27,11
throm_cvst,Female,50-55,AZ_27+,704
throm_cvst,Female,50-55,AZ_7-13,11
throm_cvst,Female,50-55,PB_0-6,NA
throm_cvst,Female,50-55,PB_14-20,6
throm_cvst,Female,50-55,PB_27+,320
throm_cvst,Female,50-55,PB_7-13,NA
throm_cvst,Female,50-55,Unvaccinated,1093
throm_cvst,Female,55-60,AZ_0-6,12
throm_cvst,Female,55-60,AZ_14-20,15
throm_cvst,Female,55-60,AZ_21-27,13
throm_cvst,Female,55-60,AZ_27+,974
throm_cvst,Female,55-60,AZ_7-13,13
throm_cvst,Female,55-60,PB_0-6,NA
throm_cvst,Female,55-60,PB_14-20,NA
throm_cvst,Female,55-60,PB_21-27,5
throm_cvst,Female,55-60,PB_27+,278
throm_cvst,Female,55-60,Unvaccinated,1200
throm_cvst,Female,60-65,AZ_0-6,NA
throm_cvst,Female,60-65,AZ_14-20,12
throm_cvst,Female,60-65,AZ_21-27,9
throm_cvst,Female,60-65,AZ_27+,951
throm_cvst,Female,60-65,AZ_7-13,7
throm_cvst,Female,60-65,PB_0-6,NA
throm_cvst,Female,60-65,PB_14-20,7
throm_cvst,Female,60-65,PB_21-27,NA
throm_cvst,Female,60-65,PB_27+,263
throm_cvst,Female,60-65,PB_7-13,NA
throm_cvst,Female,60-65,Unvaccinated,1171
throm_cvst,Female,65-70,AZ_0-6,NA
throm_cvst,Female,65-70,AZ_14-20,7
throm_cvst,Female,65-70,AZ_21-27,5
throm_cvst,Female,65-70,AZ_27+,714
throm_cvst,Female,65-70,AZ_7-13,5
throm_cvst,Female,65-70,PB_0-6,NA
throm_cvst,Female,65-70,PB_14-20,9
throm_cvst,Female,65-70,PB_21-27,8
throm_cvst,Female,65-70,PB_27+,722
throm_cvst,Female,65-70,PB_7-13,5
throm_cvst,Female,65-70,Unvaccinated,1365
throm_cvst,Female,70-75,AZ_0-6,NA
throm_cvst,Female,70-75,AZ_14-20,12
throm_cvst,Female,70-75,AZ_21-27,5
throm_cvst,Female,70-75,AZ_27+,957
throm_cvst,Female,70-75,AZ_7-13,8
throm_cvst,Female,70-75,PB_0-6,NA
throm_cvst,Female,70-75,PB_14-20,7
throm_cvst,Female,70-75,PB_21-27,7
throm_cvst,Female,70-75,PB_27+,779
throm_cvst,Female,70-75,PB_7-13,NA
throm_cvst,Female,70-75,Unvaccinated,1558
throm_cvst,Female,75-80,AZ_0-6,11
throm_cvst,Female,75-80,AZ_14-20,19
throm_cvst,Female,75-80,AZ_21-27,15
throm_cvst,Female,75-80,AZ_27+,1328
throm_cvst,Female,75-80,AZ_7-13,13
throm_cvst,Female,75-80,PB_0-6,5
throm_cvst,Female,75-80,PB_14-20,NA
throm_cvst,Female,75-80,PB_21-27,NA
throm_cvst,Female,75-80,PB_27+,579
throm_cvst,Female,75-80,PB_7-13,6
throm_cvst,Female,75-80,Unvaccinated,1731
throm_cvst,Female,80-85,AZ_0-6,14
throm_cvst,Female,80-85,AZ_14-20,9
throm_cvst,Female,80-85,AZ_21-27,16
throm_cvst,Female,80-85,AZ_27+,1227
throm_cvst,Female,80-85,AZ_7-13,7
throm_cvst,Female,80-85,PB_0-6,NA
throm_cvst,Female,80-85,PB_14-20,NA
throm_cvst,Female,80-85,PB_21-27,NA
throm_cvst,Female,80-85,PB_27+,264
throm_cvst,Female,80-85,PB_7-13,8
throm_cvst,Female,80-85,Unvaccinated,1307
throm_cvst,Female,85-90,AZ_0-6,10
throm_cvst,Female,85-90,AZ_14-20,NA
throm_cvst,Female,85-90,AZ_21-27,10
throm_cvst,Female,85-90,AZ_27+,879
throm_cvst,Female,85-90,AZ_7-13,6
throm_cvst,Female,85-90,PB_14-20,NA
throm_cvst,Female,85-90,PB_21-27,NA
throm_cvst,Female,85-90,PB_27+,167
throm_cvst,Female,85-90,PB_7-13,NA
throm_cvst,Female,85-90,Unvaccinated,989
throm_cvst,Female,90+,AZ_0-6,NA
throm_cvst,Female,90+,AZ_14-20,NA
throm_cvst,Female,90+,AZ_21-27,5
throm_cvst,Female,90+,AZ_27+,507
throm_cvst,Female,90+,AZ_7-13,6
throm_cvst,Female,90+,PB_0-6,NA
throm_cvst,Female,90+,PB_27+,110
throm_cvst,Female,90+,PB_7-13,NA
throm_cvst,Female,90+,Unvaccinated,614
throm_cvst,Male,15-20,AZ_27+,NA
throm_cvst,Male,15-20,PB_21-27,NA
throm_cvst,Male,15-20,PB_27+,31
throm_cvst,Male,15-20,Unvaccinated,29
throm_cvst,Male,20-25,AZ_27+,19
throm_cvst,Male,20-25,PB_27+,18
throm_cvst,Male,20-25,PB_7-13,NA
throm_cvst,Male,20-25,Unvaccinated,60
throm_cvst,Male,25-30,AZ_0-6,NA
throm_cvst,Male,25-30,AZ_14-20,NA
throm_cvst,Male,25-30,AZ_21-27,NA
throm_cvst,Male,25-30,AZ_27+,70
throm_cvst,Male,25-30,AZ_7-13,NA
throm_cvst,Male,25-30,PB_27+,68
throm_cvst,Male,25-30,PB_7-13,5
throm_cvst,Male,25-30,Unvaccinated,165
throm_cvst,Male,30-35,AZ_0-6,NA
throm_cvst,Male,30-35,AZ_14-20,NA
throm_cvst,Male,30-35,AZ_21-27,NA
throm_cvst,Male,30-35,AZ_27+,137
throm_cvst,Male,30-35,AZ_7-13,NA
throm_cvst,Male,30-35,PB_0-6,NA
throm_cvst,Male,30-35,PB_14-20,NA
throm_cvst,Male,30-35,PB_21-27,NA
throm_cvst,Male,30-35,PB_27+,117
throm_cvst,Male,30-35,PB_7-13,NA
throm_cvst,Male,30-35,Unvaccinated,310
throm_cvst,Male,35-40,AZ_0-6,NA
throm_cvst,Male,35-40,AZ_14-20,NA
throm_cvst,Male,35-40,AZ_27+,151
throm_cvst,Male,35-40,PB_14-20,5
throm_cvst,Male,35-40,PB_21-27,NA
throm_cvst,Male,35-40,PB_27+,174
throm_cvst,Male,35-40,PB_7-13,NA
throm_cvst,Male,35-40,Unvaccinated,539
throm_cvst,Male,40-45,AZ_0-6,5
throm_cvst,Male,40-45,AZ_14-20,8
throm_cvst,Male,40-45,AZ_21-27,NA
throm_cvst,Male,40-45,AZ_27+,452
throm_cvst,Male,40-45,AZ_7-13,10
throm_cvst,Male,40-45,PB_21-27,NA
throm_cvst,Male,40-45,PB_27+,98
throm_cvst,Male,40-45,PB_7-13,NA
throm_cvst,Male,40-45,Unvaccinated,723
throm_cvst,Male,45-50,AZ_0-6,6
throm_cvst,Male,45-50,AZ_14-20,5
throm_cvst,Male,45-50,AZ_21-27,9
throm_cvst,Male,45-50,AZ_27+,546
throm_cvst,Male,45-50,AZ_7-13,NA
throm_cvst,Male,45-50,PB_0-6,NA
throm_cvst,Male,45-50,PB_14-20,NA
throm_cvst,Male,45-50,PB_21-27,NA
throm_cvst,Male,45-50,PB_27+,163
throm_cvst,Male,45-50,PB_7-13,NA
throm_cvst,Male,45-50,Unvaccinated,891
throm_cvst,Male,50-55,AZ_0-6,12
throm_cvst,Male,50-55,AZ_14-20,12
throm_cvst,Male,50-55,AZ_21-27,NA
throm_cvst,Male,50-55,AZ_27+,1000
throm_cvst,Male,50-55,AZ_7-13,8
throm_cvst,Male,50-55,PB_0-6,NA
throm_cvst,Male,50-55,PB_14-20,NA
throm_cvst,Male,50-55,PB_21-27,NA
throm_cvst,Male,50-55,PB_27+,214
throm_cvst,Male,50-55,PB_7-13,NA
throm_cvst,Male,50-55,Unvaccinated,1366
throm_cvst,Male,55-60,AZ_0-6,7
throm_cvst,Male,55-60,AZ_14-20,14
throm_cvst,Male,55-60,AZ_21-27,15
throm_cvst,Male,55-60,AZ_27+,1276
throm_cvst,Male,55-60,AZ_7-13,23
throm_cvst,Male,55-60,PB_0-6,NA
throm_cvst,Male,55-60,PB_14-20,NA
throm_cvst,Male,55-60,PB_21-27,NA
throm_cvst,Male,55-60,PB_27+,264
throm_cvst,Male,55-60,PB_7-13,NA
throm_cvst,Male,55-60,Unvaccinated,1890
throm_cvst,Male,60-65,AZ_0-6,12
throm_cvst,Male,60-65,AZ_14-20,21
throm_cvst,Male,60-65,AZ_21-27,17
throm_cvst,Male,60-65,AZ_27+,1507
throm_cvst,Male,60-65,AZ_7-13,20
throm_cvst,Male,60-65,PB_0-6,NA
throm_cvst,Male,60-65,PB_14-20,NA
throm_cvst,Male,60-65,PB_27+,316
throm_cvst,Male,60-65,PB_7-13,NA
throm_cvst,Male,60-65,Unvaccinated,1913
throm_cvst,Male,65-70,AZ_0-6,7
throm_cvst,Male,65-70,AZ_14-20,10
throm_cvst,Male,65-70,AZ_21-27,11
throm_cvst,Male,65-70,AZ_27+,888
throm_cvst,Male,65-70,AZ_7-13,10
throm_cvst,Male,65-70,PB_0-6,7
throm_cvst,Male,65-70,PB_14-20,9
throm_cvst,Male,65-70,PB_21-27,8
throm_cvst,Male,65-70,PB_27+,967
throm_cvst,Male,65-70,PB_7-13,10
throm_cvst,Male,65-70,Unvaccinated,1719
throm_cvst,Male,70-75,AZ_0-6,9
throm_cvst,Male,70-75,AZ_14-20,12
throm_cvst,Male,70-75,AZ_21-27,8
throm_cvst,Male,70-75,AZ_27+,898
throm_cvst,Male,70-75,AZ_7-13,7
throm_cvst,Male,70-75,PB_0-6,11
throm_cvst,Male,70-75,PB_14-20,7
throm_cvst,Male,70-75,PB_21-27,5
throm_cvst,Male,70-75,PB_27+,846
throm_cvst,Male,70-75,PB_7-13,7
throm_cvst,Male,70-75,Unvaccinated,1751
throm_cvst,Male,75-80,AZ_0-6,14
throm_cvst,Male,75-80,AZ_14-20,20
throm_cvst,Male,75-80,AZ_21-27,16
throm_cvst,Male,75-80,AZ_27+,1235
throm_cvst,Male,75-80,AZ_7-13,11
throm_cvst,Male,75-80,PB_0-6,5
throm_cvst,Male,75-80,PB_14-20,5
throm_cvst,Male,75-80,PB_21-27,NA
throm_cvst,Male,75-80,PB_27+,650
throm_cvst,Male,75-80,PB_7-13,5
throm_cvst,Male,75-80,Unvaccinated,1766
throm_cvst,Male,80-85,AZ_0-6,NA
throm_cvst,Male,80-85,AZ_14-20,8
throm_cvst,Male,80-85,AZ_21-27,14
throm_cvst,Male,80-85,AZ_27+,974
throm_cvst,Male,80-85,AZ_7-13,11
throm_cvst,Male,80-85,PB_0-6,NA
throm_cvst,Male,80-85,PB_14-20,NA
throm_cvst,Male,80-85,PB_21-27,5
throm_cvst,Male,80-85,PB_27+,218
throm_cvst,Male,80-85,PB_7-13,5
throm_cvst,Male,80-85,Unvaccinated,1166
throm_cvst,Male,85-90,AZ_0-6,NA
throm_cvst,Male,85-90,AZ_14-20,7
throm_cvst,Male,85-90,AZ_21-27,6
throm_cvst,Male,85-90,AZ_27+,494
throm_cvst,Male,85-90,AZ_7-13,NA
throm_cvst,Male,85-90,PB_0-6,NA
throm_cvst,Male,85-90,PB_14-20,NA
throm_cvst,Male,85-90,PB_21-27,NA
throm_cvst,Male,85-90,PB_27+,99
throm_cvst,Male,85-90,PB_7-13,NA
throm_cvst,Male,85-90,Unvaccinated,548
throm_cvst,Male,90+,AZ_0-6,NA
throm_cvst,Male,90+,AZ_14-20,NA
throm_cvst,Male,90+,AZ_21-27,NA
throm_cvst,Male,90+,AZ_27+,181
throm_cvst,Male,90+,AZ_7-13,NA
throm_cvst,Male,90+,PB_27+,38
throm_cvst,Male,90+,Unvaccinated,204
any_haem,Female,15-20,AZ_27+,NA
any_haem,Female,15-20,PB_14-20,NA
any_haem,Female,15-20,PB_27+,NA
any_haem,Female,15-20,PB_7-13,NA
any_haem,Female,15-20,Unvaccinated,15
any_haem,Female,20-25,AZ_27+,8
any_haem,Female,20-25,AZ_7-13,NA
any_haem,Female,20-25,PB_27+,24
any_haem,Female,20-25,Unvaccinated,38
any_haem,Female,25-30,AZ_21-27,NA
any_haem,Female,25-30,AZ_27+,17
any_haem,Female,25-30,AZ_7-13,NA
any_haem,Female,25-30,PB_27+,31
any_haem,Female,25-30,PB_7-13,NA
any_haem,Female,25-30,Unvaccinated,78
any_haem,Female,30-35,AZ_14-20,NA
any_haem,Female,30-35,AZ_27+,34
any_haem,Female,30-35,PB_0-6,NA
any_haem,Female,30-35,PB_27+,51
any_haem,Female,30-35,Unvaccinated,110
any_haem,Female,35-40,AZ_27+,33
any_haem,Female,35-40,PB_0-6,NA
any_haem,Female,35-40,PB_21-27,NA
any_haem,Female,35-40,PB_27+,41
any_haem,Female,35-40,Unvaccinated,117
any_haem,Female,40-45,AZ_21-27,NA
any_haem,Female,40-45,AZ_27+,85
any_haem,Female,40-45,AZ_7-13,NA
any_haem,Female,40-45,PB_14-20,NA
any_haem,Female,40-45,PB_27+,46
any_haem,Female,40-45,Unvaccinated,123
any_haem,Female,45-50,AZ_0-6,NA
any_haem,Female,45-50,AZ_21-27,NA
any_haem,Female,45-50,AZ_27+,89
any_haem,Female,45-50,PB_0-6,NA
any_haem,Female,45-50,PB_27+,49
any_haem,Female,45-50,Unvaccinated,172
any_haem,Female,50-55,AZ_14-20,NA
any_haem,Female,50-55,AZ_21-27,6
any_haem,Female,50-55,AZ_27+,212
any_haem,Female,50-55,AZ_7-13,NA
any_haem,Female,50-55,PB_21-27,NA
any_haem,Female,50-55,PB_27+,73
any_haem,Female,50-55,Unvaccinated,331
any_haem,Female,55-60,AZ_0-6,5
any_haem,Female,55-60,AZ_14-20,NA
any_haem,Female,55-60,AZ_21-27,NA
any_haem,Female,55-60,AZ_27+,269
any_haem,Female,55-60,AZ_7-13,NA
any_haem,Female,55-60,PB_21-27,NA
any_haem,Female,55-60,PB_27+,122
any_haem,Female,55-60,PB_7-13,NA
any_haem,Female,55-60,Unvaccinated,368
any_haem,Female,60-65,AZ_0-6,NA
any_haem,Female,60-65,AZ_14-20,NA
any_haem,Female,60-65,AZ_27+,320
any_haem,Female,60-65,PB_14-20,NA
any_haem,Female,60-65,PB_27+,99
any_haem,Female,60-65,Unvaccinated,420
any_haem,Female,65-70,AZ_14-20,5
any_haem,Female,65-70,AZ_21-27,NA
any_haem,Female,65-70,AZ_27+,193
any_haem,Female,65-70,AZ_7-13,NA
any_haem,Female,65-70,PB_0-6,NA
any_haem,Female,65-70,PB_14-20,NA
any_haem,Female,65-70,PB_27+,186
any_haem,Female,65-70,PB_7-13,NA
any_haem,Female,65-70,Unvaccinated,404
any_haem,Female,70-75,AZ_0-6,NA
any_haem,Female,70-75,AZ_14-20,NA
any_haem,Female,70-75,AZ_21-27,NA
any_haem,Female,70-75,AZ_27+,277
any_haem,Female,70-75,AZ_7-13,NA
any_haem,Female,70-75,PB_0-6,NA
any_haem,Female,70-75,PB_14-20,NA
any_haem,Female,70-75,PB_27+,200
any_haem,Female,70-75,PB_7-13,NA
any_haem,Female,70-75,Unvaccinated,349
any_haem,Female,75-80,AZ_14-20,NA
any_haem,Female,75-80,AZ_21-27,NA
any_haem,Female,75-80,AZ_27+,277
any_haem,Female,75-80,AZ_7-13,NA
any_haem,Female,75-80,PB_27+,130
any_haem,Female,75-80,PB_7-13,NA
any_haem,Female,75-80,Unvaccinated,375
any_haem,Female,80-85,AZ_0-6,NA
any_haem,Female,80-85,AZ_14-20,NA
any_haem,Female,80-85,AZ_21-27,NA
any_haem,Female,80-85,AZ_27+,323
any_haem,Female,80-85,AZ_7-13,NA
any_haem,Female,80-85,PB_0-6,NA
any_haem,Female,80-85,PB_14-20,NA
any_haem,Female,80-85,PB_21-27,NA
any_haem,Female,80-85,PB_27+,75
any_haem,Female,80-85,Unvaccinated,366
any_haem,Female,85-90,AZ_0-6,NA
any_haem,Female,85-90,AZ_14-20,NA
any_haem,Female,85-90,AZ_21-27,NA
any_haem,Female,85-90,AZ_27+,280
any_haem,Female,85-90,AZ_7-13,NA
any_haem,Female,85-90,PB_14-20,NA
any_haem,Female,85-90,PB_27+,43
any_haem,Female,85-90,Unvaccinated,253
any_haem,Female,90+,AZ_14-20,NA
any_haem,Female,90+,AZ_27+,117
any_haem,Female,90+,PB_14-20,NA
any_haem,Female,90+,PB_27+,29
any_haem,Female,90+,Unvaccinated,175
any_haem,Male,15-20,PB_27+,21
any_haem,Male,15-20,Unvaccinated,27
any_haem,Male,20-25,AZ_27+,5
any_haem,Male,20-25,PB_14-20,NA
any_haem,Male,20-25,PB_27+,24
any_haem,Male,20-25,Unvaccinated,39
any_haem,Male,25-30,AZ_27+,26
any_haem,Male,25-30,PB_27+,30
any_haem,Male,25-30,Unvaccinated,59
any_haem,Male,30-35,AZ_14-20,NA
any_haem,Male,30-35,AZ_27+,25
any_haem,Male,30-35,PB_27+,67
any_haem,Male,30-35,PB_7-13,NA
any_haem,Male,30-35,Unvaccinated,103
any_haem,Male,35-40,AZ_0-6,NA
any_haem,Male,35-40,AZ_14-20,NA
any_haem,Male,35-40,AZ_27+,43
any_haem,Male,35-40,AZ_7-13,NA
any_haem,Male,35-40,PB_14-20,NA
any_haem,Male,35-40,PB_27+,55
any_haem,Male,35-40,PB_7-13,NA
any_haem,Male,35-40,Unvaccinated,149
any_haem,Male,40-45,AZ_0-6,NA
any_haem,Male,40-45,AZ_21-27,NA
any_haem,Male,40-45,AZ_27+,92
any_haem,Male,40-45,AZ_7-13,NA
any_haem,Male,40-45,PB_0-6,NA
any_haem,Male,40-45,PB_14-20,NA
any_haem,Male,40-45,PB_21-27,NA
any_haem,Male,40-45,PB_27+,34
any_haem,Male,40-45,PB_7-13,NA
any_haem,Male,40-45,Unvaccinated,143
any_haem,Male,45-50,AZ_0-6,NA
any_haem,Male,45-50,AZ_14-20,NA
any_haem,Male,45-50,AZ_27+,117
any_haem,Male,45-50,AZ_7-13,NA
any_haem,Male,45-50,PB_21-27,NA
any_haem,Male,45-50,PB_27+,69
any_haem,Male,45-50,Unvaccinated,218
any_haem,Male,50-55,AZ_0-6,NA
any_haem,Male,50-55,AZ_14-20,NA
any_haem,Male,50-55,AZ_21-27,7
any_haem,Male,50-55,AZ_27+,250
any_haem,Male,50-55,AZ_7-13,NA
any_haem,Male,50-55,PB_21-27,NA
any_haem,Male,50-55,PB_27+,41
any_haem,Male,50-55,PB_7-13,NA
any_haem,Male,50-55,Unvaccinated,279
any_haem,Male,55-60,AZ_0-6,NA
any_haem,Male,55-60,AZ_14-20,NA
any_haem,Male,55-60,AZ_21-27,NA
any_haem,Male,55-60,AZ_27+,364
any_haem,Male,55-60,AZ_7-13,NA
any_haem,Male,55-60,PB_0-6,NA
any_haem,Male,55-60,PB_14-20,NA
any_haem,Male,55-60,PB_21-27,NA
any_haem,Male,55-60,PB_27+,72
any_haem,Male,55-60,PB_7-13,NA
any_haem,Male,55-60,Unvaccinated,433
any_haem,Male,60-65,AZ_0-6,NA
any_haem,Male,60-65,AZ_14-20,NA
any_haem,Male,60-65,AZ_21-27,NA
any_haem,Male,60-65,AZ_27+,416
any_haem,Male,60-65,AZ_7-13,9
any_haem,Male,60-65,PB_0-6,NA
any_haem,Male,60-65,PB_27+,72
any_haem,Male,60-65,PB_7-13,NA
any_haem,Male,60-65,Unvaccinated,521
any_haem,Male,65-70,AZ_0-6,NA
any_haem,Male,65-70,AZ_14-20,NA
any_haem,Male,65-70,AZ_21-27,5
any_haem,Male,65-70,AZ_27+,246
any_haem,Male,65-70,AZ_7-13,NA
any_haem,Male,65-70,PB_0-6,NA
any_haem,Male,65-70,PB_14-20,NA
any_haem,Male,65-70,PB_21-27,NA
any_haem,Male,65-70,PB_27+,180
any_haem,Male,65-70,PB_7-13,NA
any_haem,Male,65-70,Unvaccinated,422
any_haem,Male,70-75,AZ_0-6,NA
any_haem,Male,70-75,AZ_14-20,NA
any_haem,Male,70-75,AZ_21-27,NA
any_haem,Male,70-75,AZ_27+,227
any_haem,Male,70-75,PB_14-20,NA
any_haem,Male,70-75,PB_21-27,NA
any_haem,Male,70-75,PB_27+,239
any_haem,Male,70-75,PB_7-13,NA
any_haem,Male,70-75,Unvaccinated,421
any_haem,Male,75-80,AZ_0-6,NA
any_haem,Male,75-80,AZ_14-20,NA
any_haem,Male,75-80,AZ_21-27,NA
any_haem,Male,75-80,AZ_27+,256
any_haem,Male,75-80,AZ_7-13,NA
any_haem,Male,75-80,PB_0-6,NA
any_haem,Male,75-80,PB_14-20,NA
any_haem,Male,75-80,PB_27+,142
any_haem,Male,75-80,PB_7-13,NA
any_haem,Male,75-80,Unvaccinated,379
any_haem,Male,80-85,AZ_0-6,NA
any_haem,Male,80-85,AZ_14-20,NA
any_haem,Male,80-85,AZ_27+,253
any_haem,Male,80-85,PB_27+,58
any_haem,Male,80-85,Unvaccinated,241
any_haem,Male,85-90,AZ_0-6,NA
any_haem,Male,85-90,AZ_14-20,NA
any_haem,Male,85-90,AZ_21-27,NA
any_haem,Male,85-90,AZ_27+,182
any_haem,Male,85-90,AZ_7-13,NA
any_haem,Male,85-90,PB_27+,27
any_haem,Male,85-90,Unvaccinated,156
any_haem,Male,90+,AZ_27+,59
any_haem,Male,90+,PB_0-6,NA
any_haem,Male,90+,PB_14-20,NA
any_haem,Male,90+,PB_27+,13
any_haem,Male,90+,Unvaccinated,69
CVT_SVT,Female,15-20,PB_27+,NA
CVT_SVT,Female,15-20,Unvaccinated,NA
CVT_SVT,Female,20-25,PB_27+,10
CVT_SVT,Female,20-25,Unvaccinated,9
CVT_SVT,Female,25-30,AZ_27+,NA
CVT_SVT,Female,25-30,PB_27+,NA
CVT_SVT,Female,25-30,Unvaccinated,6
CVT_SVT,Female,30-35,AZ_21-27,NA
CVT_SVT,Female,30-35,AZ_27+,NA
CVT_SVT,Female,30-35,PB_27+,NA
CVT_SVT,Female,30-35,Unvaccinated,7
CVT_SVT,Female,35-40,AZ_27+,NA
CVT_SVT,Female,35-40,PB_27+,NA
CVT_SVT,Female,35-40,Unvaccinated,NA
CVT_SVT,Female,40-45,AZ_14-20,NA
CVT_SVT,Female,40-45,AZ_27+,NA
CVT_SVT,Female,40-45,PB_27+,NA
CVT_SVT,Female,40-45,Unvaccinated,NA
CVT_SVT,Female,45-50,Unvaccinated,6
CVT_SVT,Female,50-55,AZ_14-20,NA
CVT_SVT,Female,50-55,AZ_27+,5
CVT_SVT,Female,50-55,PB_27+,NA
CVT_SVT,Female,50-55,Unvaccinated,6
CVT_SVT,Female,55-60,AZ_27+,9
CVT_SVT,Female,55-60,Unvaccinated,9
CVT_SVT,Female,60-65,AZ_21-27,NA
CVT_SVT,Female,60-65,AZ_27+,7
CVT_SVT,Female,60-65,AZ_7-13,NA
CVT_SVT,Female,60-65,Unvaccinated,23
CVT_SVT,Female,65-70,AZ_27+,NA
CVT_SVT,Female,65-70,PB_27+,NA
CVT_SVT,Female,65-70,Unvaccinated,NA
CVT_SVT,Female,70-75,AZ_27+,6
CVT_SVT,Female,70-75,PB_27+,NA
CVT_SVT,Female,70-75,Unvaccinated,5
CVT_SVT,Female,75-80,PB_27+,NA
CVT_SVT,Female,75-80,Unvaccinated,NA
CVT_SVT,Female,80-85,AZ_27+,6
CVT_SVT,Female,80-85,Unvaccinated,NA
CVT_SVT,Female,85-90,AZ_27+,NA
CVT_SVT,Female,85-90,Unvaccinated,NA
CVT_SVT,Female,90+,AZ_27+,NA
CVT_SVT,Female,90+,PB_27+,NA
CVT_SVT,Male,15-20,PB_27+,5
CVT_SVT,Male,15-20,Unvaccinated,11
CVT_SVT,Male,20-25,AZ_27+,NA
CVT_SVT,Male,20-25,PB_27+,NA
CVT_SVT,Male,20-25,Unvaccinated,NA
CVT_SVT,Male,25-30,PB_27+,NA
CVT_SVT,Male,25-30,Unvaccinated,NA
CVT_SVT,Male,30-35,AZ_7-13,NA
CVT_SVT,Male,30-35,PB_27+,NA
CVT_SVT,Male,30-35,Unvaccinated,13
CVT_SVT,Male,35-40,PB_27+,NA
CVT_SVT,Male,35-40,Unvaccinated,5
CVT_SVT,Male,40-45,AZ_27+,NA
CVT_SVT,Male,40-45,PB_27+,NA
CVT_SVT,Male,40-45,Unvaccinated,5
CVT_SVT,Male,45-50,AZ_14-20,NA
CVT_SVT,Male,45-50,AZ_27+,7
CVT_SVT,Male,45-50,PB_27+,NA
CVT_SVT,Male,45-50,Unvaccinated,14
CVT_SVT,Male,50-55,AZ_27+,9
CVT_SVT,Male,50-55,Unvaccinated,23
CVT_SVT,Male,55-60,AZ_27+,6
CVT_SVT,Male,55-60,Unvaccinated,8
CVT_SVT,Male,60-65,AZ_27+,6
CVT_SVT,Male,60-65,Unvaccinated,17
CVT_SVT,Male,65-70,AZ_21-27,NA
CVT_SVT,Male,65-70,AZ_27+,12
CVT_SVT,Male,65-70,PB_27+,NA
CVT_SVT,Male,65-70,Unvaccinated,8
CVT_SVT,Male,70-75,AZ_27+,NA
CVT_SVT,Male,70-75,PB_0-6,NA
CVT_SVT,Male,70-75,Unvaccinated,9
CVT_SVT,Male,75-80,AZ_27+,NA
